Time of the Gypsies`(1988)`8.1`Emir Kusturica (dir.), Davor Dujmovic, Bora Todorovic`https://www.imdb.com/title/tt0097223/
Network`(1976)`8.1`Sidney Lumet (dir.), Faye Dunaway, William Holden`https://www.imdb.com/title/tt0074958/
Dead Poets Society`(1989)`8.1`Peter Weir (dir.), Robin Williams, Robert Sean Leonard`https://www.imdb.com/title/tt0097165/
Stand by Me`(1986)`8.1`Rob Reiner (dir.), Wil Wheaton, River Phoenix`https://www.imdb.com/title/tt0092005/
Ben-Hur`(1959)`8.1`William Wyler (dir.), Charlton Heston, Jack Hawkins`https://www.imdb.com/title/tt0052618/
Harry Potter and the Deathly Hallows: Part 2`(2011)`8.1`David Yates (dir.), Daniel Radcliffe, Emma Watson`https://www.imdb.com/title/tt1201607/
Cool Hand Luke`(1967)`8.1`Stuart Rosenberg (dir.), Paul Newman, George Kennedy`https://www.imdb.com/title/tt0061512/
Hachi: A Dog's Tale`(2009)`8.1`Lasse Hallström (dir.), Richard Gere, Joan Allen`https://www.imdb.com/title/tt1028532/
Platoon`(1986)`8.1`Oliver Stone (dir.), Charlie Sheen, Tom Berenger`https://www.imdb.com/title/tt0091763/
The Handmaiden`(2016)`8.0`Chan-wook Park (dir.), Kim Min-hee, Jung-woo Ha`https://www.imdb.com/title/tt4016934/
Into the Wild`(2007)`8.0`Sean Penn (dir.), Emile Hirsch, Vince Vaughn`https://www.imdb.com/title/tt0758758/
Logan`(2017)`8.0`James Mangold (dir.), Hugh Jackman, Patrick Stewart`https://www.imdb.com/title/tt3315342/
Rush`(2013)`8.0`Ron Howard (dir.), Daniel Brühl, Chris Hemsworth`https://www.imdb.com/title/tt1979320/
The Wages of Fear`(1953)`8.0`Henri-Georges Clouzot (dir.), Yves Montand, Charles Vanel`https://www.imdb.com/title/tt0046268/
Monty Python's Life of Brian`(1979)`8.0`Terry Jones (dir.), Graham Chapman, John Cleese`https://www.imdb.com/title/tt0079470/
The 400 Blows`(1959)`8.0`François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy`https://www.imdb.com/title/tt0053198/
Spotlight`(2015)`8.0`Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton`https://www.imdb.com/title/tt1895587/
La Haine`(1995)`8.0`Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé`https://www.imdb.com/title/tt0113247/
The Passion of Joan of Arc`(1928)`8.0`Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain`https://www.imdb.com/title/tt0019254/
Hotel Rwanda`(2004)`8.0`Terry George (dir.), Don Cheadle, Sophie Okonedo`https://www.imdb.com/title/tt0395169/
Amores Perros`(2000)`8.0`Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal`https://www.imdb.com/title/tt0245712/
Andrei Rublev`(1966)`8.0`Andrei Tarkovsky (dir.), Anatoliy Solonitsyn, Ivan Lapikov`https://www.imdb.com/title/tt0060107/
Rocky`(1976)`8.0`John G. Avildsen (dir.), Sylvester Stallone, Talia Shire`https://www.imdb.com/title/tt0075148/
Gangs of Wasseypur`(2012)`8.0`Anurag Kashyap (dir.), Manoj Bajpayee, Richa Chadha`https://www.imdb.com/title/tt1954470/
Monsters, Inc.`(2001)`8.0`Pete Docter (dir.), Billy Crystal, John Goodman`https://www.imdb.com/title/tt0198781/
Nausicaä of the Valley of the Wind`(1984)`8.0`Hayao Miyazaki (dir.), Sumi Shimamoto, Mahito Tsujimura`https://www.imdb.com/title/tt0087544/
Rebecca`(1940)`8.0`Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine`https://www.imdb.com/title/tt0032976/
Rififi`(1955)`8.0`Jules Dassin (dir.), Jean Servais, Carl Möhner`https://www.imdb.com/title/tt0048021/
Vikram Vedha`(2017)`8.0`Gayatri (dir.), Madhavan, Vijay Sethupathi`https://www.imdb.com/title/tt6148156/
Rang De Basanti`(2006)`8.0`Rakeysh Omprakash Mehra (dir.), Aamir Khan, Soha Ali Khan`https://www.imdb.com/title/tt0405508/
Before Sunset`(2004)`8.0`Richard Linklater (dir.), Ethan Hawke, Julie Delpy`https://www.imdb.com/title/tt0381681/
In the Mood for Love`(2000)`8.0`Kar-Wai Wong (dir.), Tony Chiu-Wai Leung, Maggie Cheung`https://www.imdb.com/title/tt0118694/
Portrait of a Lady on Fire`(2019)`8.0`Céline Sciamma (dir.), Noémie Merlant, Adèle Haenel`https://www.imdb.com/title/tt8613070/
Paris, Texas`(1984)`8.0`Wim Wenders (dir.), Harry Dean Stanton, Nastassja Kinski`https://www.imdb.com/title/tt0087884/
It Happened One Night`(1934)`8.0`Frank Capra (dir.), Clark Gable, Claudette Colbert`https://www.imdb.com/title/tt0025316/
The Invisible Guest`(2016)`8.0`Oriol Paulo (dir.), Mario Casas, Ana Wagener`https://www.imdb.com/title/tt4857264/
The Help`(2011)`8.0`Tate Taylor (dir.), Emma Stone, Viola Davis`https://www.imdb.com/title/tt1454029/
Drishyam`(2015)`8.0`Nishikant Kamat (dir.), Ajay Devgn, Shriya Saran`https://www.imdb.com/title/tt4430212/
The Princess Bride`(1987)`8.0`Rob Reiner (dir.), Cary Elwes, Mandy Patinkin`https://www.imdb.com/title/tt0093779/
The Battle of Algiers`(1966)`8.0`Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin`https://www.imdb.com/title/tt0058946/
A Silent Voice: The Movie`(2016)`8.0`Naoko Yamada (dir.), Miyu Irino, Saori Hayami`https://www.imdb.com/title/tt5323662/
Fanny and Alexander`(1982)`8.0`Ingmar Bergman (dir.), Bertil Guve, Pernilla Allwin`https://www.imdb.com/title/tt0083922/
